PROVCODE_A,PROVNAME_A,KOTCODE_A,KOTNAME_A,KECCODE_A,KECNAME_A,KELCODE_A,KELNAME_A,PROVCODE_B,PROVNAME_B,KOTCODE_B,KOTNAME_B,KECCODE_B,KECNAME_B,KELCODE_B,KELNAME_B,ACTION
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,9,CIPAYUNG DATAR,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,9,CIPAYUNG DATAR,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,10,CIPAYUNG GIRANG,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,10,CIPAYUNG GIRANG,match
32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,11,MEGAMENDUNG,32,JAWA BARAT,1,BOGOR,120,MEGAMENDUNG,11,MEGAMENDUNG,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,1,CIBANON,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,1,CIBANON,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,2,GUNUNG GEULIS,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,2,GUNUNG GEULIS,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,3,NAGRAK,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,3,NAGRAK,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,4,SUKATANI,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,4,SUKATANI,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,5,SUKARAJA,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,5,SUKARAJA,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,6,CIKEAS,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,6,CIKEAS,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,7,CADAS NGAMPAR,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,7,CADAS NGAMPAR,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,8,PASIRLAJA,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,8,PASIRLAJA,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,9,CIJUJUNG,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,9,CIJUJUNG,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,10,CIMANDALA,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,10,CIMANDALA,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,11,PASIR JAMBU,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,11,PASIR JAMBU,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,12,CILEBUT TIMUR,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,12,CILEBUT TIMUR,match
32,JAWA BARAT,1,BOGOR,130,SUKARAJA,13,CILEBUT BARAT,32,JAWA BARAT,1,BOGOR,130,SUKARAJA,13,CILEBUT BARAT,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,1,CIJAYANTI,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,1,CIJAYANTI,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,2,BOJONG KONENG,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,2,BOJONG KONENG,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,3,KARANG TENGAH,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,3,KARANG TENGAH,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,4,SUMUR BATU,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,4,SUMUR BATU,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,5,BABAKAN MADANG,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,5,BABAKAN MADANG,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,6,CITARINGGUL,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,6,CITARINGGUL,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,7,CIPAMBUAN,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,7,CIPAMBUAN,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,8,KADUMANGU,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,8,KADUMANGU,match
32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,9,SENTUL,32,JAWA BARAT,1,BOGOR,140,BABAKAN MADANG,9,SENTUL,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,1,SUKAWANGI,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,1,SUKAWANGI,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,2,SUKAHARJA,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,2,SUKAHARJA,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,3,WARGAJAYA,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,3,WARGAJAYA,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,4,SIRNAJAYA,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,4,SIRNAJAYA,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,5,SUKAMULYA,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,5,SUKAMULYA,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,6,SUKAMAKMUR,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,6,SUKAMAKMUR,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,7,CIBADAK,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,7,CIBADAK,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,8,PABUARAN,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,8,PABUARAN,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,9,SUKADAMAI,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,9,SUKADAMAI,match
32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,10,SUKARESMI,32,JAWA BARAT,1,BOGOR,150,SUKAMAKMUR,10,SUKARESMI,match
